product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P2382,10/14/2027,S19,452,11,13,78,No,High,No
P2383,10/15/2027,S3,282,54,6,85,Yes,Medium,Yes
P2384,10/16/2027,S8,335,52,1,96,No,Medium,No
P2385,10/17/2027,S2,389,88,3,86,No,Medium,No
P2386,10/18/2027,S8,487,95,11,89,No,Medium,No
P2387,10/19/2027,S13,12,10,6,89,No,Medium,No
P2388,10/20/2027,S13,239,95,3,62,Yes,High,No
P2389,10/21/2027,S1,319,13,8,66,Yes,Medium,No
P2390,10/22/2027,S6,445,113,5,68,No,High,No
P2391,10/23/2027,S19,482,61,2,72,Yes,Low,No
P2392,10/24/2027,S16,146,35,4,74,No,High,No
P2393,10/25/2027,S8,203,25,9,64,No,Medium,No
P2394,10/26/2027,S1,79,94,4,88,Yes,Low,No
P2395,10/27/2027,S16,378,44,10,94,Yes,High,No
P2396,10/28/2027,S9,42,116,10,86,No,High,No
P2397,10/29/2027,S13,457,49,8,86,No,High,Yes
P2398,10/30/2027,S11,88,81,5,67,Yes,Medium,No
P2399,10/31/2027,S13,147,53,11,91,No,Medium,No
P2400,11/1/2027,S10,94,91,11,79,No,High,No
P2401,11/2/2027,S4,451,24,10,69,No,High,No
P2402,11/3/2027,S6,427,105,13,72,Yes,Low,No
P2403,11/4/2027,S7,150,96,13,88,Yes,Medium,No
P2404,11/5/2027,S5,1,21,14,94,No,Medium,No
P2405,11/6/2027,S11,375,32,1,67,No,Low,No
P2406,11/7/2027,S13,21,45,7,88,No,High,No
P2407,11/8/2027,S19,370,70,3,90,No,High,No
P2408,11/9/2027,S10,312,29,10,89,No,Low,No
P2409,11/10/2027,S10,484,62,8,81,Yes,High,Yes
P2410,11/11/2027,S11,327,118,14,80,No,High,No
P2411,11/12/2027,S7,6,45,12,71,No,Low,No
P2412,11/13/2027,S18,205,10,3,70,No,Low,No
P2413,11/14/2027,S4,439,79,1,61,Yes,Low,No
P2414,11/15/2027,S2,374,42,5,61,No,High,Yes
P2415,11/16/2027,S14,450,10,2,93,Yes,Low,No
P2416,11/17/2027,S13,113,49,11,62,Yes,High,No
P2417,11/18/2027,S12,271,79,4,75,No,Medium,No
P2418,11/19/2027,S7,82,18,1,63,No,Medium,Yes
P2419,11/20/2027,S2,178,70,9,82,No,Low,Yes
P2420,11/21/2027,S13,209,44,6,79,No,High,Yes
P2421,11/22/2027,S14,499,7,8,84,Yes,High,No
P2422,11/23/2027,S17,463,103,11,89,Yes,High,No
P2423,11/24/2027,S9,327,101,4,77,Yes,Low,Yes
P2424,11/25/2027,S17,123,28,9,70,Yes,High,Yes
P2425,11/26/2027,S8,480,23,2,88,No,High,No
P2426,11/27/2027,S2,112,22,9,76,No,High,No
P2427,11/28/2027,S13,11,68,12,85,No,Medium,No
P2428,11/29/2027,S3,125,117,5,82,Yes,High,No
P2429,11/30/2027,S16,52,92,13,79,No,Medium,No
P2430,12/1/2027,S6,330,113,6,61,No,High,No
P2431,12/2/2027,S19,388,39,3,83,No,High,No
P2432,12/3/2027,S7,282,66,4,90,Yes,High,No
P2433,12/4/2027,S10,139,5,6,86,No,Medium,Yes
P2434,12/5/2027,S9,400,104,7,61,Yes,High,Yes
P2435,12/6/2027,S2,389,29,1,73,No,Low,Yes
P2436,12/7/2027,S15,96,49,7,63,No,High,No
P2437,12/8/2027,S5,4,53,1,72,Yes,Medium,Yes
P2438,12/9/2027,S4,56,111,5,95,No,Medium,Yes
P2439,12/10/2027,S20,411,102,6,94,Yes,Low,No
P2440,12/11/2027,S4,333,93,13,67,Yes,Low,No
P2441,12/12/2027,S18,68,20,2,61,Yes,Low,Yes
P2442,12/13/2027,S4,117,102,13,65,No,Medium,No
P2443,12/14/2027,S17,375,97,10,90,No,High,Yes
P2444,12/15/2027,S12,58,23,9,69,No,High,No
P2445,12/16/2027,S17,32,27,14,80,No,Low,No
P2446,12/17/2027,S10,317,87,10,69,No,Low,No
P2447,12/18/2027,S1,49,29,6,82,No,High,No
P2448,12/19/2027,S18,367,20,7,62,Yes,Low,No
P2449,12/20/2027,S18,488,58,14,91,Yes,High,Yes
P2450,12/21/2027,S14,18,119,10,79,Yes,High,No
P2451,12/22/2027,S15,213,77,8,69,No,High,Yes
P2452,12/23/2027,S12,196,5,11,88,Yes,High,No
P2453,12/24/2027,S4,378,46,13,93,Yes,Medium,No
P2454,12/25/2027,S3,449,23,10,96,Yes,High,No
P2455,12/26/2027,S20,477,101,1,79,No,Low,No
P2456,12/27/2027,S12,46,38,14,67,No,Low,No
P2457,12/28/2027,S7,166,84,8,66,No,Low,No
P2458,12/29/2027,S11,451,112,4,65,Yes,Low,No
P2459,12/30/2027,S1,288,108,10,70,Yes,Medium,Yes
P2460,12/31/2027,S6,140,59,8,77,No,High,No
P2461,1/1/2028,S15,83,22,13,88,No,High,Yes
P2462,1/2/2028,S15,181,38,6,84,Yes,Low,No
P2463,1/3/2028,S19,390,93,11,80,No,Low,No
P2464,1/4/2028,S11,78,49,9,62,No,Low,No
P2465,1/5/2028,S2,214,10,11,77,Yes,High,No
P2466,1/6/2028,S14,13,25,4,83,Yes,Medium,No
P2467,1/7/2028,S2,214,74,2,97,Yes,Medium,No
P2468,1/8/2028,S4,402,100,14,69,No,Medium,No
P2469,1/9/2028,S17,127,109,2,86,No,Medium,No
P2470,1/10/2028,S3,309,52,5,71,No,Low,No
P2471,1/11/2028,S13,476,111,10,66,No,High,No
P2472,1/12/2028,S9,247,43,9,76,No,Low,No
P2473,1/13/2028,S7,403,35,12,60,No,Medium,No
P2474,1/14/2028,S15,28,110,3,85,Yes,Low,No
P2475,1/15/2028,S11,279,14,8,74,Yes,Medium,No
P2476,1/16/2028,S20,337,34,4,92,Yes,High,No
P2477,1/17/2028,S2,318,22,6,96,No,Medium,No
P2478,1/18/2028,S15,201,64,10,90,Yes,Low,No
P2479,1/19/2028,S14,360,92,6,94,No,High,Yes
P2480,1/20/2028,S20,56,77,3,60,Yes,Medium,No
P2481,1/21/2028,S11,391,99,14,67,No,Medium,No
P2482,1/22/2028,S3,217,19,5,71,Yes,High,No
P2483,1/23/2028,S17,61,8,12,78,Yes,Low,Yes
P2484,1/24/2028,S12,156,67,3,84,No,High,No
P2485,1/25/2028,S15,201,44,11,91,No,Low,No
P2486,1/26/2028,S16,16,13,11,71,No,Medium,No
P2487,1/27/2028,S5,321,113,1,72,Yes,Medium,No
P2488,1/28/2028,S20,5,13,7,87,Yes,High,No
P2489,1/29/2028,S6,57,30,4,60,No,Medium,No
P2490,1/30/2028,S19,324,8,14,65,No,High,No
P2491,1/31/2028,S5,411,85,7,67,Yes,Medium,No
P2492,2/1/2028,S3,317,20,3,63,No,Medium,No
P2493,2/2/2028,S1,168,19,12,64,No,Low,Yes
P2494,2/3/2028,S6,452,103,11,84,No,High,No
P2495,2/4/2028,S15,81,56,5,81,No,High,No
P2496,2/5/2028,S2,473,73,5,87,Yes,Medium,No
P2497,2/6/2028,S3,467,9,13,98,No,Low,No
P2498,2/7/2028,S17,424,24,2,82,No,Low,No
P2499,2/8/2028,S12,432,83,11,63,No,High,Yes
P2500,2/9/2028,S18,218,22,10,63,Yes,High,Yes
P2501,2/10/2028,S15,176,115,12,80,Yes,Medium,No
P2502,2/11/2028,S12,203,6,2,96,No,High,No
P2503,2/12/2028,S16,70,97,4,61,Yes,Medium,No
P2504,2/13/2028,S8,386,17,4,66,No,Low,No
P2505,2/14/2028,S14,265,8,4,75,Yes,High,No
P2506,2/15/2028,S17,97,46,6,76,No,Low,No
P2507,2/16/2028,S8,344,113,2,79,Yes,Low,Yes
P2508,2/17/2028,S15,290,78,6,82,No,Medium,No
P2509,2/18/2028,S14,207,65,7,93,No,Low,No
P2510,2/19/2028,S18,1,99,11,70,No,Medium,Yes
P2511,2/20/2028,S20,123,109,10,93,No,Medium,No
P2512,2/21/2028,S7,279,12,3,92,Yes,Low,Yes
P2513,2/22/2028,S3,73,71,11,85,No,Low,No
P2514,2/23/2028,S12,165,116,12,61,No,Medium,No
P2515,2/24/2028,S3,21,67,8,82,No,Medium,No
P2516,2/25/2028,S20,153,114,2,81,No,Low,No
P2517,2/26/2028,S14,426,13,11,93,No,Medium,No
P2518,2/27/2028,S15,438,98,8,74,No,Medium,Yes
P2519,2/28/2028,S14,294,15,13,69,Yes,High,No
P2520,2/29/2028,S7,218,103,11,74,No,High,No
P2521,3/1/2028,S17,156,105,5,88,No,High,No
P2522,3/2/2028,S12,494,46,2,82,Yes,High,No
P2523,3/3/2028,S20,229,17,7,76,No,High,No
P2524,3/4/2028,S4,19,40,14,68,Yes,Medium,No
P2525,3/5/2028,S9,474,17,2,95,No,Medium,No
P2526,3/6/2028,S6,40,16,14,68,No,High,No
P2527,3/7/2028,S16,437,41,6,75,No,Low,No
P2528,3/8/2028,S2,147,78,10,95,No,High,Yes
P2529,3/9/2028,S8,107,77,3,92,No,Low,No
P2530,3/10/2028,S11,402,56,9,90,No,Medium,Yes
P2531,3/11/2028,S13,83,75,3,65,Yes,Low,No
P2532,3/12/2028,S17,482,6,11,69,No,Medium,No
P2533,3/13/2028,S8,366,60,12,75,No,Low,No
P2534,3/14/2028,S18,321,64,12,63,No,Medium,No
P2535,3/15/2028,S18,413,27,3,81,Yes,Medium,No
P2536,3/16/2028,S14,308,107,5,72,No,High,No
P2537,3/17/2028,S15,289,44,7,75,Yes,Medium,No
P2538,3/18/2028,S6,405,68,14,88,No,High,Yes
P2539,3/19/2028,S11,322,107,8,65,No,High,No
P2540,3/20/2028,S13,133,89,12,85,No,High,No
P2541,3/21/2028,S1,206,27,11,70,No,Low,No
P2542,3/22/2028,S6,282,33,7,83,No,Low,No
P2543,3/23/2028,S9,265,82,9,88,No,Medium,No
P2544,3/24/2028,S8,72,94,5,62,No,High,No
P2545,3/25/2028,S11,480,55,10,69,No,High,Yes
P2546,3/26/2028,S19,351,73,11,60,Yes,Medium,No
P2547,3/27/2028,S9,47,99,3,85,Yes,High,No
P2548,3/28/2028,S17,325,93,6,71,No,Medium,No
P2549,3/29/2028,S12,232,35,5,73,No,High,No
P2550,3/30/2028,S14,442,54,12,84,Yes,Low,Yes
P2551,3/31/2028,S15,99,24,4,67,No,Medium,No
P2552,4/1/2028,S16,58,112,12,63,Yes,Medium,No
P2553,4/2/2028,S20,257,59,2,87,Yes,Low,No
P2554,4/3/2028,S1,412,85,7,66,No,Medium,No
P2555,4/4/2028,S10,451,113,13,69,No,Low,No
P2556,4/5/2028,S8,64,6,5,95,No,High,Yes
P2557,4/6/2028,S18,82,29,4,61,No,Low,No
P2558,4/7/2028,S1,153,17,12,85,No,Low,No
P2559,4/8/2028,S2,472,107,14,73,No,Medium,Yes
P2560,4/9/2028,S1,265,96,8,75,Yes,High,No
P2561,4/10/2028,S1,308,110,9,76,No,Low,No
P2562,4/11/2028,S9,78,74,9,81,Yes,High,No
P2563,4/12/2028,S13,314,71,3,63,No,Low,No
P2564,4/13/2028,S1,149,62,3,78,Yes,Medium,No
P2565,4/14/2028,S13,434,103,5,61,No,Low,Yes
P2566,4/15/2028,S20,47,86,5,98,Yes,Low,No
P2567,4/16/2028,S7,404,79,10,68,No,High,No
P2568,4/17/2028,S2,378,88,2,78,Yes,Low,No
P2569,4/18/2028,S6,247,68,1,75,No,Medium,No
P2570,4/19/2028,S7,277,73,8,84,Yes,Medium,Yes
P2571,4/20/2028,S14,355,87,3,77,Yes,Low,No
P2572,4/21/2028,S18,97,90,1,82,Yes,Low,No
P2573,4/22/2028,S15,413,63,1,80,No,High,No
P2574,4/23/2028,S2,24,64,11,70,No,High,No
P2575,4/24/2028,S10,492,87,2,98,Yes,Medium,Yes
P2576,4/25/2028,S12,283,115,6,63,Yes,High,Yes
P2577,4/26/2028,S17,448,66,6,84,No,Low,Yes
P2578,4/27/2028,S8,368,20,14,91,Yes,Medium,No
P2579,4/28/2028,S11,300,92,3,89,Yes,High,Yes
P2580,4/29/2028,S3,67,109,12,85,Yes,Medium,Yes
P2581,4/30/2028,S6,6,72,4,95,Yes,Low,No
P2582,5/1/2028,S9,304,19,12,93,Yes,High,No
P2583,5/2/2028,S6,136,93,13,68,Yes,Low,No
P2584,5/3/2028,S9,163,112,2,71,No,Low,Yes
P2585,5/4/2028,S7,82,59,2,61,No,Medium,No
P2586,5/5/2028,S9,384,39,7,97,Yes,Medium,Yes
P2587,5/6/2028,S18,137,59,13,64,No,Medium,No
P2588,5/7/2028,S12,419,18,1,64,Yes,High,No
P2589,5/8/2028,S8,72,53,7,81,No,High,No
P2590,5/9/2028,S8,236,87,14,64,Yes,Medium,Yes
P2591,5/10/2028,S18,45,106,12,63,No,High,No
P2592,5/11/2028,S20,105,104,14,68,Yes,High,No
P2593,5/12/2028,S15,415,11,12,88,No,Medium,No
P2594,5/13/2028,S7,287,34,14,81,Yes,Low,No
P2595,5/14/2028,S11,261,87,1,86,No,High,No
P2596,5/15/2028,S20,175,53,14,69,No,High,No
P2597,5/16/2028,S16,165,93,6,75,No,Low,No
P2598,5/17/2028,S4,144,20,3,69,No,Low,No
P2599,5/18/2028,S6,329,115,8,65,No,Low,No
P2600,5/19/2028,S3,369,108,6,64,Yes,Medium,No
P2601,5/20/2028,S9,282,55,11,65,Yes,Low,Yes
P2602,5/21/2028,S10,53,76,2,84,No,Medium,No
P2603,5/22/2028,S14,177,86,8,63,Yes,Low,Yes
P2604,5/23/2028,S11,418,96,5,99,No,Low,No
P2605,5/24/2028,S18,243,84,8,91,Yes,Medium,No
P2606,5/25/2028,S12,340,87,8,94,No,Medium,No
P2607,5/26/2028,S12,126,46,6,69,No,Low,No
P2608,5/27/2028,S13,408,21,2,93,No,Low,No
P2609,5/28/2028,S13,411,67,8,95,No,Low,No
P2610,5/29/2028,S19,366,49,11,65,Yes,High,No
P2611,5/30/2028,S19,270,81,6,75,No,Low,No
P2612,5/31/2028,S14,131,11,6,78,Yes,Medium,Yes
P2613,6/1/2028,S4,92,31,8,93,No,High,No
P2614,6/2/2028,S13,378,14,1,84,No,Medium,No
P2615,6/3/2028,S8,72,38,2,90,No,High,No
P2616,6/4/2028,S19,410,40,12,76,No,High,No
P2617,6/5/2028,S12,409,29,12,89,Yes,Medium,No
P2618,6/6/2028,S18,402,10,9,98,No,High,No
P2619,6/7/2028,S6,247,28,11,90,No,Medium,No
P2620,6/8/2028,S18,347,22,12,78,No,Low,No
P2621,6/9/2028,S19,272,91,8,94,Yes,High,Yes
P2622,6/10/2028,S5,42,10,12,88,No,Medium,No
P2623,6/11/2028,S9,376,33,7,60,Yes,High,No
P2624,6/12/2028,S3,40,29,7,63,No,Medium,No
P2625,6/13/2028,S10,169,59,5,87,Yes,Low,No
P2626,6/14/2028,S19,433,85,2,77,No,Low,Yes
P2627,6/15/2028,S3,211,50,11,85,Yes,High,No
P2628,6/16/2028,S15,492,28,6,99,No,High,No
P2629,6/17/2028,S1,167,79,10,78,Yes,Medium,Yes
P2630,6/18/2028,S7,38,30,3,65,No,Medium,No
P2631,6/19/2028,S12,368,119,4,60,Yes,High,No
P2632,6/20/2028,S17,244,102,13,67,No,Medium,No
P2633,6/21/2028,S20,150,32,10,92,Yes,Medium,Yes
P2634,6/22/2028,S5,110,7,12,80,No,Medium,Yes
P2635,6/23/2028,S4,479,79,11,83,Yes,High,No
P2636,6/24/2028,S12,435,42,2,84,Yes,Low,No
P2637,6/25/2028,S20,46,65,14,78,No,Low,No
P2638,6/26/2028,S18,62,82,2,88,Yes,Medium,Yes
P2639,6/27/2028,S17,224,55,12,69,Yes,High,No
P2640,6/28/2028,S19,365,94,8,71,No,Medium,No
P2641,6/29/2028,S9,68,52,8,92,No,Low,Yes
P2642,6/30/2028,S4,298,25,10,66,No,Medium,No
P2643,7/1/2028,S2,431,58,6,76,Yes,Low,No
P2644,7/2/2028,S4,289,60,13,69,Yes,High,Yes
P2645,7/3/2028,S2,295,107,5,90,No,Medium,Yes
P2646,7/4/2028,S15,202,98,8,65,Yes,High,No
P2647,7/5/2028,S2,60,63,4,76,No,Medium,Yes
P2648,7/6/2028,S4,433,76,11,96,Yes,Medium,Yes
P2649,7/7/2028,S6,450,55,4,77,No,Medium,No
P2650,7/8/2028,S7,317,24,5,85,No,Medium,Yes
P2651,7/9/2028,S10,313,116,1,75,No,Medium,No
P2652,7/10/2028,S19,160,100,1,67,Yes,High,Yes
P2653,7/11/2028,S19,330,90,2,83,No,High,No
P2654,7/12/2028,S12,15,63,14,72,Yes,Low,No
P2655,7/13/2028,S3,337,75,8,88,No,Medium,No
P2656,7/14/2028,S13,93,13,7,91,No,Low,No
P2657,7/15/2028,S18,303,113,10,83,Yes,High,Yes
P2658,7/16/2028,S8,137,5,9,75,No,Low,No
P2659,7/17/2028,S15,337,33,5,70,No,High,Yes
P2660,7/18/2028,S1,37,67,2,91,Yes,Medium,Yes
P2661,7/19/2028,S3,126,76,7,65,No,Low,No
P2662,7/20/2028,S8,274,60,8,94,Yes,Low,No
P2663,7/21/2028,S4,163,72,12,92,No,Low,No
P2664,7/22/2028,S16,442,39,7,77,No,Low,Yes
P2665,7/23/2028,S10,318,7,14,96,No,Medium,No
P2666,7/24/2028,S12,76,113,7,72,Yes,High,Yes
P2667,7/25/2028,S14,173,108,12,69,No,High,No
P2668,7/26/2028,S14,386,11,14,96,No,Medium,No
P2669,7/27/2028,S2,457,31,5,85,No,High,No
P2670,7/28/2028,S5,357,5,2,76,No,Low,No
P2671,7/29/2028,S5,320,95,6,60,No,Medium,No
P2672,7/30/2028,S6,375,84,4,84,No,High,No
P2673,7/31/2028,S13,90,106,10,93,No,Medium,No
P2674,8/1/2028,S9,237,75,2,98,Yes,Medium,No
P2675,8/2/2028,S15,263,48,12,69,No,High,No
P2676,8/3/2028,S14,178,91,9,79,Yes,High,No
P2677,8/4/2028,S7,493,45,7,66,Yes,Medium,No
P2678,8/5/2028,S20,489,79,6,75,No,Medium,Yes
P2679,8/6/2028,S2,208,46,12,96,No,High,No
P2680,8/7/2028,S7,72,37,5,88,No,Medium,No
P2681,8/8/2028,S6,389,54,3,71,No,High,No
P2682,8/9/2028,S17,106,67,12,76,No,Medium,Yes
P2683,8/10/2028,S2,344,104,10,79,No,Medium,Yes
P2684,8/11/2028,S3,294,41,10,85,No,Medium,No
P2685,8/12/2028,S5,368,109,4,78,Yes,High,No
P2686,8/13/2028,S5,443,63,3,71,Yes,Low,No
P2687,8/14/2028,S1,283,85,12,80,Yes,High,Yes
P2688,8/15/2028,S8,352,103,11,93,No,Medium,No
P2689,8/16/2028,S12,181,52,8,66,No,Low,Yes
P2690,8/17/2028,S4,36,9,3,94,Yes,Low,Yes
P2691,8/18/2028,S13,136,52,7,74,No,Medium,Yes
P2692,8/19/2028,S15,337,100,7,60,Yes,High,No
P2693,8/20/2028,S11,55,7,7,85,Yes,Low,No
P2694,8/21/2028,S10,186,51,13,94,No,Low,No
P2695,8/22/2028,S3,340,66,7,84,No,High,No
P2696,8/23/2028,S14,257,103,14,74,Yes,High,No
P2697,8/24/2028,S16,444,18,2,81,No,Low,No
P2698,8/25/2028,S10,57,67,10,65,No,High,No
P2699,8/26/2028,S10,362,116,3,74,No,Low,No
P2700,8/27/2028,S12,122,65,10,83,Yes,Medium,No
P2701,8/28/2028,S9,187,35,9,80,No,High,No
P2702,8/29/2028,S1,229,99,3,66,Yes,Low,No
P2703,8/30/2028,S5,167,21,2,88,No,High,No
P2704,8/31/2028,S20,419,28,9,91,No,High,No
P2705,9/1/2028,S8,113,27,13,91,No,Low,Yes
P2706,9/2/2028,S11,251,86,10,64,Yes,Medium,No
P2707,9/3/2028,S12,106,54,9,63,Yes,Low,No
P2708,9/4/2028,S1,36,82,4,81,Yes,High,Yes
P2709,9/5/2028,S20,334,118,14,77,No,Low,No
P2710,9/6/2028,S11,91,83,12,94,Yes,High,No
P2711,9/7/2028,S5,17,83,9,76,Yes,Low,No
P2712,9/8/2028,S15,353,74,3,83,No,Medium,No
P2713,9/9/2028,S5,62,31,7,61,No,Medium,No
P2714,9/10/2028,S12,149,19,7,72,No,Medium,Yes
P2715,9/11/2028,S5,138,54,11,74,Yes,Medium,No
P2716,9/12/2028,S17,185,40,8,64,No,Low,Yes
P2717,9/13/2028,S17,184,12,10,62,No,Medium,Yes
P2718,9/14/2028,S12,204,83,4,96,No,Low,Yes
P2719,9/15/2028,S15,259,7,3,96,Yes,High,Yes
P2720,9/16/2028,S15,213,66,3,96,No,High,No
P2721,9/17/2028,S6,255,51,12,62,No,High,No
P2722,9/18/2028,S12,134,81,5,94,No,Medium,No
P2723,9/19/2028,S20,60,109,11,82,No,Medium,No
P2724,9/20/2028,S18,362,102,14,87,Yes,Medium,No
P2725,9/21/2028,S14,309,92,1,89,Yes,High,No
P2726,9/22/2028,S2,87,108,10,77,No,High,No
P2727,9/23/2028,S9,323,100,3,95,No,High,No
P2728,9/24/2028,S5,475,65,14,92,No,High,No
P2729,9/25/2028,S20,206,36,6,85,No,Low,Yes
P2730,9/26/2028,S1,128,98,3,99,No,Low,No
P2731,9/27/2028,S3,310,117,5,76,No,Medium,No
P2732,9/28/2028,S6,2,17,9,99,Yes,Medium,No
P2733,9/29/2028,S5,461,5,2,66,No,High,No
P2734,9/30/2028,S5,421,38,11,67,Yes,Low,Yes
P2735,10/1/2028,S1,241,66,2,90,Yes,Low,Yes
P2736,10/2/2028,S17,120,83,12,71,No,Medium,No
P2737,10/3/2028,S19,384,112,6,90,No,Low,No
P2738,10/4/2028,S14,101,82,6,78,No,Medium,No
P2739,10/5/2028,S12,37,97,11,69,No,High,No
P2740,10/6/2028,S10,340,102,11,98,No,High,Yes
P2741,10/7/2028,S20,495,86,8,71,Yes,Medium,No
P2742,10/8/2028,S18,412,75,12,79,No,High,No
P2743,10/9/2028,S11,132,97,13,96,No,High,No
P2744,10/10/2028,S2,496,35,11,66,No,Low,Yes
P2745,10/11/2028,S18,201,68,14,73,Yes,Low,No
P2746,10/12/2028,S7,347,29,2,70,Yes,Low,No
P2747,10/13/2028,S15,20,42,9,66,No,Low,Yes
P2748,10/14/2028,S11,241,18,2,88,No,Low,No
P2749,10/15/2028,S18,454,12,13,69,No,Medium,No
P2750,10/16/2028,S12,450,95,1,88,No,Medium,No
P2751,10/17/2028,S6,108,58,10,68,No,Low,No
P2752,10/18/2028,S20,302,6,2,95,No,High,No
P2753,10/19/2028,S13,83,85,12,69,No,High,No
P2754,10/20/2028,S20,82,105,7,78,No,Medium,No
P2755,10/21/2028,S16,290,82,8,90,Yes,Medium,No
P2756,10/22/2028,S18,451,93,5,76,No,Medium,Yes
P2757,10/23/2028,S10,68,60,6,68,No,High,No
P2758,10/24/2028,S8,128,98,12,92,No,Medium,No
P2759,10/25/2028,S18,195,97,1,93,Yes,High,Yes
P2760,10/26/2028,S1,139,88,6,83,No,Medium,No
P2761,10/27/2028,S8,443,89,12,68,No,High,No
P2762,10/28/2028,S6,282,65,8,66,No,Medium,No
P2763,10/29/2028,S5,311,26,13,75,Yes,Medium,No
P2764,10/30/2028,S15,233,39,3,78,No,High,No
P2765,10/31/2028,S15,22,105,11,98,No,Medium,No
P2766,11/1/2028,S2,152,20,1,65,No,Low,No
P2767,11/2/2028,S1,276,54,11,70,Yes,High,Yes
P2768,11/3/2028,S11,60,117,4,71,No,Medium,Yes
P2769,11/4/2028,S10,318,47,1,72,Yes,High,Yes
P2770,11/5/2028,S18,377,21,14,71,Yes,Medium,No
P2771,11/6/2028,S18,51,84,8,80,No,Low,No
P2772,11/7/2028,S17,343,62,5,69,No,Medium,No
P2773,11/8/2028,S8,152,6,1,79,No,Medium,No
P2774,11/9/2028,S15,236,8,14,95,No,Low,No
P2775,11/10/2028,S8,310,89,8,87,Yes,High,No
P2776,11/11/2028,S17,301,43,9,83,No,Medium,No
P2777,11/12/2028,S12,31,102,10,64,Yes,Medium,No
P2778,11/13/2028,S8,54,98,2,96,No,Low,No
P2779,11/14/2028,S14,351,10,9,71,No,High,No
P2780,11/15/2028,S4,388,85,8,94,No,High,No
P2781,11/16/2028,S1,35,107,7,99,No,Low,No
P2782,11/17/2028,S1,109,93,3,61,No,Low,Yes
P2783,11/18/2028,S19,489,73,2,98,No,Medium,Yes
P2784,11/19/2028,S16,176,73,7,68,Yes,Low,No
P2785,11/20/2028,S14,361,24,5,81,Yes,Low,No
P2786,11/21/2028,S16,313,68,6,64,No,Low,No
P2787,11/22/2028,S5,294,20,4,71,No,High,No
P2788,11/23/2028,S9,335,55,2,60,Yes,Low,No
P2789,11/24/2028,S2,96,109,9,81,Yes,Medium,No
P2790,11/25/2028,S18,368,41,3,97,No,Medium,No
P2791,11/26/2028,S6,212,108,12,78,No,Medium,No
P2792,11/27/2028,S9,316,77,14,75,Yes,Low,No
P2793,11/28/2028,S1,136,73,7,90,Yes,High,Yes
P2794,11/29/2028,S9,5,46,14,62,No,Low,No
P2795,11/30/2028,S16,498,61,8,82,No,Low,No
P2796,12/1/2028,S13,108,70,2,77,Yes,Medium,Yes
P2797,12/2/2028,S9,34,13,14,85,Yes,Low,No
P2798,12/3/2028,S13,38,111,6,72,No,High,No
P2799,12/4/2028,S9,149,104,11,77,No,Medium,Yes
P2800,12/5/2028,S11,424,90,8,62,No,High,Yes
P2801,12/6/2028,S4,117,68,7,82,No,High,No
P2802,12/7/2028,S2,260,90,11,62,Yes,High,No
P2803,12/8/2028,S6,425,26,3,84,No,Low,No
P2804,12/9/2028,S14,86,38,1,86,No,Low,Yes
P2805,12/10/2028,S4,464,59,14,86,Yes,Low,No
P2806,12/11/2028,S6,75,33,6,98,No,Low,No
P2807,12/12/2028,S19,470,42,8,84,No,Medium,No
P2808,12/13/2028,S6,463,114,6,83,Yes,Low,No
P2809,12/14/2028,S2,450,101,5,67,Yes,Medium,Yes
P2810,12/15/2028,S18,413,22,11,68,Yes,High,No
P2811,12/16/2028,S13,312,75,12,96,Yes,Medium,Yes
P2812,12/17/2028,S9,382,69,8,89,No,Low,No
P2813,12/18/2028,S19,213,101,2,78,No,Medium,No
P2814,12/19/2028,S13,456,5,12,75,No,Low,No
P2815,12/20/2028,S11,284,92,1,83,Yes,Low,No
P2816,12/21/2028,S1,238,8,1,80,No,Medium,No
P2817,12/22/2028,S7,164,8,14,95,No,Medium,No
P2818,12/23/2028,S15,86,86,4,99,No,High,No
P2819,12/24/2028,S1,140,31,6,98,Yes,High,No
P2820,12/25/2028,S12,159,47,13,65,Yes,High,No
P2821,12/26/2028,S7,45,63,9,64,Yes,High,Yes
P2822,12/27/2028,S15,371,36,1,73,No,High,Yes
P2823,12/28/2028,S19,494,37,12,63,No,Medium,No
P2824,12/29/2028,S1,111,32,1,67,No,High,Yes
P2825,12/30/2028,S17,406,110,13,83,No,Medium,No
P2826,12/31/2028,S17,44,109,13,70,No,High,Yes
P2827,1/1/2029,S3,400,59,5,76,No,Low,No
P2828,1/2/2029,S12,246,104,10,80,No,High,No
P2829,1/3/2029,S6,103,64,5,85,No,Low,Yes
P2830,1/4/2029,S11,84,74,5,86,Yes,Medium,No
P2831,1/5/2029,S3,449,66,10,75,No,High,No
P2832,1/6/2029,S8,484,84,6,85,Yes,Medium,No
P2833,1/7/2029,S14,133,38,8,92,Yes,High,No
P2834,1/8/2029,S14,107,91,3,90,No,Medium,No
P2835,1/9/2029,S10,17,118,9,65,No,High,Yes
P2836,1/10/2029,S2,93,110,13,67,Yes,High,Yes
P2837,1/11/2029,S14,149,92,1,66,No,Low,Yes
P2838,1/12/2029,S9,245,60,4,93,No,Medium,No
P2839,1/13/2029,S3,288,117,9,73,No,Medium,No
P2840,1/14/2029,S8,413,17,14,75,No,Medium,Yes
P2841,1/15/2029,S16,208,60,8,68,No,Medium,No
P2842,1/16/2029,S2,125,22,10,69,No,Medium,No
